principal component 1,principal component 2
0.1525223377549689,0.3643895154682626
0.17946397316005147,0.32554677352901723
0.16649993944283134,0.3261179836472203
0.1323957160921343,0.1850930498103385
0.09193976856927887,0.3414489083086416
0.10319621724397815,0.3583453230947568
0.13842968956533358,0.35736339885467966
0.09611438571948194,0.2766397811105553
0.08889252492940844,0.38794913999786634
0.32960219467478036,0.5637422719937922
0.16616565468177677,0.316466127876382
0.1904015741168383,0.5256127220531316
0.26362276357252,0.5365237588604866
0.2618134713411832,0.5369331262879871
0.1272372950198,0.22415302253495312
0.05742687423590323,0.3606891910939497
0.1371851081094586,0.3440450586532693
0.1144623821240388,0.2797507476860728
0.1406151451281438,0.28584000182888336
0.14444435619708568,0.3988387290238232
0.12261209761138978,0.30200064381715386
0.13619878149018877,0.2471077619227091
0.19557166214343108,0.3076793017060776
0.24863267220196347,0.33354445717976333
0.13551337586407375,0.22395450085547902
0.1063676039361045,0.3360654936409282
0.04724173299459167,0.26854560534662614
0.12205167536539512,0.2111662671041009
0.4769602845105363,0.09852616426838284
0.20239457223722557,0.34142765244688955
0.14215424975789948,0.34156209315999236
0.1155416184474791,0.3664956377389696
0.1628201432741522,0.24927198330594366
0.09322775373987323,0.3180493044526764
0.0984182869538362,0.36757596818149413
0.12306815753514447,0.3177876676040903
0.14232930338093897,0.34146017416562413
0.04592810236931011,0.24440556009407066
0.09193027938286977,0.22072452695168265
0.10467133896775478,0.22695928902349807
0.08204872808508462,0.28949449952302675
0.08583590998513353,0.3553376647885544
0.1148599559674257,0.36501799309010535
0.09621578790324639,0.3230143085155707
0.17096387333025162,0.30851587409888404
0.13499411666212516,0.4002115122051856
0.02739733069690553,0.3075687130817165
0.09509860530764348,0.33950299399330247
0.05574123285069324,0.3963729590727473
0.1941343847614772,0.30858456987120336
0.13738740079142542,0.3445674866620893
0.07780189914536309,0.22354297072803486
0.08624163799177868,0.33629199952816274
0.2102360430896086,0.3959053561796399
0.16370422931880768,0.3279058632576069
0.12109330876918532,0.374715601016602
0.27497583567402256,0.5035671909034745
0.07299515922564459,0.3590772891703785
0.13170521909006822,0.34816233519992346
0.09454961408330749,0.2934133284922661
0.058057628751609,0.2309227140662196
0.13035423518611935,0.4293405957614885
0.05506554271279032,0.24600852513696436
0.2367742397394077,0.4954813229988779
0.036784790581458116,0.2317663538213081
0.18256349053312843,0.3003128171859859
0.4517286356841373,0.4003944162715481
0.01930416812665195,0.24853108277163188
0.06610262471630866,0.3080626414262117
0.07990966146170701,0.3809616486838647
0.10649933970758467,0.3098149255270227
0.27540450712252984,0.5503275288526482
0.1179091406917896,0.3321930968358668
0.33854221288369146,0.5675547268333945
0.2503371879069204,0.3071750972135391
0.0868934265205042,0.3748177989947746
0.3156181253180753,0.39999055040607506
0.07190900654215285,0.26312736037325446
0.33574089371007365,0.43719320363118397
0.1796891083236926,0.42524318112139464
0.03852005528213337,0.38438032388222865
0.08742878092644948,0.24199276399796293
0.12723962845639475,0.3510290333173949
0.11420563994043803,0.2891700120365276
0.07149035637222555,0.2929064869329502
0.0738163627820456,0.3377188544282626
0.08123742655308984,0.3006127534590242
0.13260176003432156,0.3429968855742695
0.1547725241258622,0.33628276169702126
0.11542026336762304,0.2976863688747059
0.32345658292397683,0.47368125014583273
0.07097797421446055,0.24116223619756444
0.21356738089779942,0.4814583504717922
0.34154798297907374,0.3553976025840943
0.1495198859823081,0.35830244857578997
0.29587735218592554,0.3887869601925727
0.1356900471697973,0.34758483657899286
0.16343023072659044,0.32998658124123015
0.1393906525934846,0.34523754692936737
0.1402558126350515,0.3446887141513477
0.14823288838438878,0.33962778868728777
0.32059487775542495,0.23027600334216294
0.11723104917599719,0.35929652176129867
0.46574088417828247,0.13819087985651093
0.0975021226789229,0.3718126161800646
0.29725576990535196,0.24508325410896317
0.1489754848338767,0.33915608465160507
0.23541442849056662,0.2843173288129139
0.15902272578472962,0.33278259071221766
0.09352472791126798,0.37433583456622105
0.14258379815332903,0.34321204260832
0.15467515806484347,0.3355397622781354
0.11680723509787427,0.35956448594566554
0.10894023033276815,0.3645562274542243
0.14106087702378756,0.3441776106112886
0.1181180481873865,0.35873310582193624
0.2191747114809361,0.2946196930131478
0.08577709492916714,0.37925140383830164
0.12579885441640115,0.35392305577503486
0.10765379407943161,0.3653718345204125
0.12068036644370886,0.35710739798181784
0.21370106919429108,0.2980930144121042
0.13603925610525008,0.34736291758605975
0.14452599280594758,0.34197966887157355
0.06154199719307203,0.3946266231002714
0.32018478196605205,0.23053617675338936
0.20726487607417748,0.3021763084977876
0.14828653674892345,0.3395937067590518
0.10072907787647861,0.36976493696244256
0.1427251101601826,0.34312201423766187
0.12816632974481051,0.3523585104250916
0.0768606248633069,0.3849079003125413
0.10769784756721895,0.3653446820603572
0.12600654404494502,0.35372891626041164
0.1953800074598444,0.3097162935340436
0.1429921864078144,0.34295307822030036
0.22624893073090474,0.2901321280681969
0.11974466031351994,0.35770187648423557
0.05973086147940046,0.39577547782019024
0.11863905487857175,0.35840322883579956
0.12804145785329793,0.3524375318096793
0.18031891090527738,0.31927194529006064
0.25561816025625955,0.2714995820125915
0.12290899849894546,0.3556933547414282
0.2736138231446225,0.2600824772151587
0.28558101167049743,0.25249022692022477
0.11088183022807299,0.3633242719010584
0.06939025814476288,0.3896478769765147
0.1733694802822313,0.32368030022950023
0.13124414033288714,0.3504056550218832
0.15858913405495667,0.3330570641559434
0.139304385758809,0.34529241146222744
0.12423034046016185,0.35485582252351217
0.09881489149180016,0.370980099586683
0.12603825339020458,0.3537088942634682
0.2513464038637067,0.27420933665272545
0.0633022012865631,0.39351013864282164
0.09730146544110613,0.37194023608497373
0.07506734303232171,0.38604577014886765
0.06004083015248532,0.3955790495615735
0.06415344695987528,0.39297038681310337
0.10860703277211302,0.36476763084828356
0.2047083926457907,0.30379841068397206
0.08197128418234134,0.38166537211865853
0.15558026773465816,0.3349660644396487
0.25722633887882307,0.27047907900917695
0.049552633657165154,0.4022334326538083
0.09796392395264651,0.37151958562546694
0.11281211971395588,0.36209958006610904
0.1301416748423202,0.3511058165359899
0.10461450323217664,0.3672998408743707
0.13317383450491396,0.34918088985226775
0.14629296200493846,0.3408583790922478
0.10517424501491197,0.3669446428338741
0.15995311810642046,0.33219198653732596
0.10364640218719862,0.3679144036170391
0.14166261828930357,0.343796281745892
0.12196997762927075,0.35628923034135523
0.3144784550417334,0.23415663396668387
0.1667949925679529,0.3278516098372958
0.07816079263355875,0.38408331534616036
0.1247516377152114,0.3545240964240871
0.3068388742139182,0.23900343695498438
0.14920742507310358,0.33900930429940396
0.10485001806823577,0.36715112300321034
0.08904216099320132,0.37717966337071807
0.13158917539837567,0.3501868814581727
0.0819547638323039,0.3816765066724649
0.191305816339207,0.3123007061895341
0.12984806636988935,0.35129089336748875
0.12943062540496283,0.3515565124816892
0.11451255718259637,0.3610206486460184
0.09494926902770609,0.3734325953964415
0.08818741023197563,0.37772224706010993
0.28901537918320463,0.2503110563998104
0.223700933382225,0.2917488339620913
0.14572320067779654,0.34122035854089044
0.2623646527901429,0.2672193673197993
0.32729207096055796,0.22602738911296624
0.08863594430878079,0.3774378037943773
0.22375654387672528,0.2917133029966133
0.1006486673950003,0.36981599132866966
0.1613648416889027,0.33129612215706694
0.287129714742819,0.2515076514249516
0.1922766282427367,0.31168531834361135
0.1603755367773125,0.33192407893836195
0.11183248856468811,0.3627212140397309
0.131369335182715,0.3503268382056585
0.47161780345363097,0.13446213678379973
0.13455348576412135,0.3483058869731561
0.09152446705380789,0.37560441145844403
0.1325754855727579,0.3495611093905995
0.2616841141808309,0.26765109157629985
0.11026356249229999,0.3637159682439057
0.11445863434326708,0.3610552591181731
0.17368861135331562,0.3234772277905617
0.3402039404809376,0.21783542649594242
0.15713544884835873,0.33397961009260496
0.15219654939050178,0.3371134248743292
0.20843761557835155,0.3014314264125494
0.09565066101378865,0.37298701167016224
0.14258352909152444,0.343211359896721
0.15486051228104167,0.33542261869555423
0.12184649323399778,0.35636804384805215
0.13308181018893833,0.34923908690235866
0.09982735156746902,0.3703370174598996
0.0691124893053003,0.3898234385570481
0.13232331951112258,0.34972066019914777
0.05323010224631909,0.39989958169661055
0.15093913412652368,0.3379107480254832
0.1398094653228105,0.3449722546943206
0.2017139793792193,0.30569798093498735
0.10630775869844632,0.3662261391710671
0.0464217905870932,0.404218922522099
0.6276500926279935,0.035470271196992254
0.1641863660937021,0.3295064784011536
0.14317155187275293,0.3428388856315724
0.13941460694263746,0.34522260158725077
0.11600679840823207,0.36007284171910026
0.12738506706579275,0.35285392290498513
0.06488915504104416,0.39250327297540855
0.10728707285084675,0.3656051646203838
0.08187616582398649,0.3817257823507551
0.1296920130768515,0.3513902933945999
0.1055455275170392,0.36671000132786513
0.1068605751752998,0.3658748323366384
0.05330063111153917,0.3998556972026431
0.18278752861091774,0.3177052572954027
0.23646562926970416,0.2836503750685954
0.13483902437835965,0.34812493880813755
0.13611053123286077,0.34731769864648027
0.13866396939021197,0.3456988604645049
0.07563531599122937,0.385686345060252
0.16210548323966642,0.3308259158918661
0.05185825091251682,0.4007710946719033
0.11684900807478601,0.3595377409591789
0.1493697666856585,0.3389066976314235
0.23565857607344276,0.2841623645277556
0.15349086453165653,0.3362911593008653
0.5283818303684553,0.09844927339171061
0.1227546915358031,0.3557913673660111
0.23669983691543806,0.2835018769727988
0.20369690356687487,0.30444001381373964
0.28198395038063606,0.2547721765164185
0.13964514415766802,0.34507590526313303
0.13443285303368552,0.34838189965866706
0.15422774177729673,0.33582435403596933
0.13196425042425183,0.3499482393800189
0.11665222017527087,0.3596635130076656
0.1764483721894402,0.3217267586579719
0.1011014270522112,0.3695285611547419
0.15604901890744158,0.3346691004643699
0.17102192573099023,0.32516968112702593
0.12210240125058974,0.3562050175387536
0.058274597297615804,0.3966990578077227
0.12236530005301714,0.35603911240577846
0.146851209094981,0.34242503675519126
0.0939088931713587,0.37601336519356415
0.06344608094823322,0.39534001042512085
0.06443696931642003,0.39471122512111206
0.10501919241787813,0.36896457676461464
0.16226100290389972,0.33264833433411556
0.1020379234122084,0.3708560850956354
0.1174420059631189,0.3610832030071958
0.07275852353688185,0.3894317021023042
0.12433353886244725,0.35671093012671784
0.33162365662624094,0.2251995605272249
0.11845634699820523,0.36043966760546997
0.21971922220498144,0.2961951978085873
0.6151858595188067,0.04529847825450012
0.13220370386186275,0.35171777217335554
0.10625998674014589,0.3681774312498671
0.13440969685220328,0.35031835684113133
0.07715949776987169,0.38663978367618324
0.11199346415289899,0.36453985344545725
0.07147527207798972,0.3902459774159064
0.23087193563557193,0.2891196451622322
0.10474368209062292,0.3691394343259427
0.1253300381981799,0.3560788687687242
0.2869606371866974,0.25353524359883944
0.07929057599727651,0.3852877189171427
0.13710707793252092,0.34860712411233913
0.15689322752953508,0.33605405579900216
0.13345283442765254,0.35092544560005706
0.21224260368615103,0.30093868280564956
0.42009934739825744,0.16906759871758595
0.10670931177341626,0.36789232828541274
0.10637208463584837,0.36810621864568266
0.057100264217377766,0.399365926400463
0.14565110989582528,0.34318640747548695
0.17363873459890594,0.3254301613538241
0.25134303241387246,0.27613212689782896
0.09012733839475384,0.37841241766558337
0.09205547988076937,0.3771892457462348
0.09722083306948623,0.3739121573373206
0.0822717701758006,0.3833962276061567
0.11672780012141912,0.3615363226707707
0.2325898290128747,0.2880298854574718
0.2950671247330894,0.2483922364759556
0.11644319349309494,0.3617167062417613
0.15921980768183816,0.33457794989694734
0.16105298207093316,0.33341503372648784
0.17128286103980225,0.32692473507541286
0.11466589988094597,0.3628443478502874
0.09484036718789729,0.3754224074875095
0.07367043344265228,0.38885330755852526
0.444352915795383,0.15368042524378397
0.09155052950798089,0.37750958691549474
0.2359459709952726,0.2859006212173469
0.3458185470578106,0.21619390118864723
0.093935834458434,0.37599617313490064
0.11297207159748512,0.3639189809015195
0.13324180926416715,0.35105932705643517
0.10068771582057401,0.371712538109905
0.1510293976617792,0.33977437566910595
0.17281692405218857,0.32595162016802015
0.1222122694715097,0.3580567822477127
0.3175129969414169,0.23415174456272358
0.11226406087457491,0.3643682394639192
0.10793568723818443,0.3671142927457857
0.2460789176598217,0.2794718577895037
0.1024300167925539,0.37060730424249916
0.11694269793619037,0.3614000525115006
0.2558182564792195,0.27329294539761984
0.2042935668197504,0.305981911693108
0.1464884906348053,0.3426549851921594
0.12254493781037311,0.3578457827189932
0.0772808771678411,0.3865625521298338
0.12680733337029354,0.35514158174981364
0.12460875293775764,0.35653636153701157
0.1175618440861396,0.3610071689462801
0.12791588396178144,0.35443809831848444
0.2303158752510629,0.28947253444801
0.19582399942339498,0.3113552539051341
0.11038222474592782,0.3655619969522976
0.11661150187631847,0.36161010934548876
0.10097346317317042,0.37153135460857895
0.09925384551625234,0.37262234061795857
0.08548286357175884,0.3813591248533986
0.2996984133944689,0.24545393433098048
0.15230336427278932,0.33896611245402114
0.5181333328213329,0.10687171980433541
0.06441933500235462,0.3947224995426224
0.3140891788009246,0.23632405787745342
0.1241456994148108,0.35683008149613504
0.14061171578763113,0.34638358792986745
0.1080113947664623,0.3670662442435054
0.08527373053284049,0.3814918953914055
0.19618224859380945,0.31112774272894117
0.08234335325278848,0.38335082461011716
0.07999537736496239,0.38484041062163427
0.0714277358568827,0.39027595843179785
0.10315821353355897,0.370145225763961
0.15832176464920775,0.33514774965007255
0.07190324407717731,0.38997447169785016
0.2934133820517522,0.24944148135897132
0.13626181792960412,0.3491433965028309
0.09472811580766533,0.375493747769488
0.14949854071250218,0.34074544773838134
0.14284100448906234,0.34496925313887294
0.09530093979898834,0.3751302104425134
0.16808807600521705,0.3289517137535979
0.144422002125806,0.3439663632810152
0.3361615792942964,0.2223203567008185
0.14885909081654622,0.3411513777951387
0.12256630558425885,0.35783210014144534
0.07615510832763801,0.3872767793518102
0.1346474282018321,0.3501675149295696
0.16325999506753514,0.3320149194543193
0.24663296352339603,0.27912042990655284
0.2820122564623647,0.25667464445173166
0.13975792995772351,0.34692517108917587
0.1471983023728232,0.342204879320566
0.11097522739621005,0.3651859827133686
0.21190282013525785,0.30115426672472856
0.11361143740170708,0.36351343623817195
0.10206745059474813,0.37083728045049064
0.11379026409991255,0.3634000064078653
0.21595849033719616,0.2985812834417661
0.2187980404999013,0.29677986493336184
0.13726023058493358,0.3485100209303803
0.07518013793224473,0.3878954291720793
0.10844004103347454,0.3667944521853761
0.2541731427510972,0.2743367241813203
0.181894832928819,0.3201923482817196
0.22818573558116806,0.2908239012653659
0.10558010174885855,0.3686087806445916
0.17243845380377376,0.3261916428618915
0.14284096614934025,0.34496925710013177
0.15756564415344915,0.3356274522320615
0.09535813239372676,0.3750939128120673
0.11136790746202876,0.36493675339019993
0.1540896002958571,0.33783291413211025
0.13559000269934543,0.34956950883594184
0.18599564565859195,0.31759071769797836
0.13254981093844104,0.35149829382162207
0.13713938112589988,0.34858652482826985
0.1740880017835665,0.32520833304943236
0.19451333171959756,0.31218666652977817
0.2105867246502648,0.3019891313969834
0.10816690426799315,0.3669676426994061
0.11262959387919891,0.36413633536949097
0.30389880286082116,0.24278909644044916
0.1650500919123732,0.3308792008636946
0.1496342880904774,0.34065948391270556
0.11096790346915338,0.36519057163248175
0.08512526783599528,0.38158609407495847
0.20750818877993565,0.30394236442999395
0.2761013361867399,0.2604246659323966
0.10551062210021143,0.36865279238864285
0.17230956310501433,0.32627350625467283
0.18132355883240373,0.32055484776480714
0.07471477472128413,0.3881906625384234
0.16928702900599207,0.3281910547829006
0.1521320333775892,0.3390748036459619
0.10826575272647887,0.36690491554533855
0.046725437232391226,0.4059480953366347
0.2553404447367947,0.27359605164481715
0.11341186476911581,0.36364003555682417
0.14127287188321563,0.3459642510886214
0.1263893642408366,0.35540663272632317
0.08674293983726353,0.3805595855842159
0.15938434289833703,0.3344736086636502
0.05237443957301026,0.40236416838647465
0.5696390979872998,0.07419477981167022
0.17072218479201673,0.3272805597346187
0.16442108822775858,0.331278135207772
0.07574610043810603,0.38753640107827925
0.10572838735671874,0.3685147254737617
0.23717985816848364,0.28511777541337235
0.1751868833297147,0.3244479675476171
0.0914067631532328,0.3776006492517563
0.08003344175570369,0.38481655115539104
0.12132396978426799,0.3586203565594564
0.14362280106004668,0.34447325331067746
0.11166637744982816,0.3647474331995844
0.16717509372273953,0.3314517145751566
0.1589415216574917,0.3366753250293491
0.0526791909221333,0.4040916090684195
0.07972957975186731,0.3869299657024865
0.21147745758518527,0.30334500911461254
0.08973645604569654,0.3805813869796856
0.12373741870928218,0.3590100815470068
0.1633887431911638,0.3338538143682451
0.21830116205774802,0.29901580208821615
0.06787904386753829,0.3944482494968916
0.1954652391703022,0.3135035645133059
0.10095118874834706,0.37346632637651955
0.053534541438723604,0.40354880046963926
0.08943372379380939,0.38077321289860316
0.08155741590668807,0.3857703193767401
0.0812446918832444,0.3859687369677569
0.11765959786036957,0.36286591207606056
0.05270096628221824,0.40407773212061115
0.263832307585073,0.27012918775241623
0.07898941609175661,0.38739944096155543
0.16346528469697633,0.33380534124336997
0.13846143408906092,0.3496686149484535
0.07625399094085814,0.38913496625711413
0.1154983795906316,0.3642370717270288
0.14899960779758642,0.3429826274544961
0.07775078977769047,0.3881853677395082
0.13247775540803852,0.35346462378991134
0.11340305860602154,0.36556648824890803
0.15747165700544788,0.3376078623204309
0.15685292998565833,0.33800042001040287
0.08076319567965262,0.38627399426323944
0.13660107298199942,0.35084894277643736
0.2531654578082231,0.27689679670397743
0.1341341451241856,0.3524138153158197
0.14816850406637883,0.3435100647473124
0.13944517784153274,0.34904432285906284
0.09939657366388377,0.3744524624408435
0.2494227378672656,0.27927128122329814
0.1118796087203701,0.3665328929817645
0.3057539327257817,0.2435329877525986
0.201490012794239,0.3096812985882394
0.28434874430677765,0.25711300420031136
0.10148728960366485,0.37312615445499964
0.2680030145937486,0.26748340062697845
0.1536122167639958,0.34005629949631616
0.1566432883167913,0.3381334240777738
0.13280012084860104,0.35326028934706893
0.17258453377342714,0.32801958590003716
0.21056211520070306,0.30392560394583973
0.21223025103686977,0.30286721172894987
0.15149725203944592,0.3413982212365797
0.10016981094035755,0.3739619750633719
0.15988077950717544,0.3360793892718746
0.0743586505671899,0.39033733978322666
0.07286882317218722,0.3912827021407789
0.1384656494403625,0.3496660226909993
0.12166717058180834,0.3603234931902943
0.11648146317544311,0.36361334247861876
0.13198161725428284,0.35377933977772746
0.07790602260018595,0.3880869451257874
0.20417099586646145,0.3079804755548942
0.19670270064524176,0.3127183030178546
0.010998223712545663,0.4305353915239174
0.1451259979106399,0.3454404106048716
0.16284120557930282,0.33420132756810794
0.1400082741007752,0.3486873245588803
0.16494369236173329,0.33286735523929145
0.14787804369987606,0.3436943197748863
0.14437452248172516,0.3459171287062261
0.1440640763854273,0.34611404383072786
0.17610943058853515,0.32578349928198636
0.12315842809565619,0.3593772594928404
0.12494983845742866,0.35824077525680764
0.1506736323403272,0.34192061962012343
0.09538802895291562,0.37699561058597936
0.4502204638118819,0.15187852473631783
0.1453766820719007,0.3452812853456142
0.19381449545440857,0.3145510185328852
0.12330036603861769,0.35928725924483107
0.1527401342013912,0.3406097116380993
0.07706806896647309,0.38861849948990607
0.2048458469899672,0.3075521010640398
0.30174259533444314,0.24607791918770006
0.12900386501741323,0.3556686583986442
0.15866148162200192,0.33685304074767636
0.19677759970409098,0.3126710214351825
0.10082316940486014,0.3735474848891681
0.14273628970292404,0.3469564545893022
0.19553783165706493,0.313457594707257
0.22757309727412783,0.2931333680076804
0.09386592192929741,0.3779613950705935
0.10881416167621183,0.36847792236142174
0.143098268498872,0.3467267884986669
0.15235164896705278,0.3408561337752078
0.13206381230113293,0.35372728566479056
0.15420413429561308,0.33974797761830355
0.09630120242825572,0.3764162965907078
0.23511960641882565,0.2883456020383517
0.08067910586916853,0.3863275511241179
0.11679341202810044,0.3634154020879988
0.13895964200750294,0.349352511324141
0.10873114071358288,0.36853051194083347
0.06813283106531602,0.394287311193281
0.3094792490538988,0.2411694305398312
0.15809255747336473,0.3372139398524807
0.29015671728997305,0.2534281214827795
0.13724353070984271,0.35044109046431604
0.12641407443646535,0.357311759172651
0.08597504641924877,0.382967615730607
0.13745023679770438,0.350309915133788
0.3385818646682828,0.2227057718311568
0.049953869141832585,0.40582067533901234
0.12920115808826482,0.3555437335015924
0.11673600315236174,0.36345188313895493
0.13342977902081282,0.35286080116115076
0.1860915639861065,0.3194504876485317
0.12885554170465358,0.35576272056244257
0.3323093201696533,0.2266853097578668
0.17001769660521407,0.32964838750857817
0.15066661088312575,0.341925184667446
0.07919789791803741,0.3872671911830505
0.1423835724067759,0.34718034565199063
0.10719782817662028,0.36950313776860483
0.22268326784654585,0.2962356426081278
0.25933778036932964,0.2729808039375842
0.2855361141222145,0.2563597706955794
0.25252555919676567,0.2773028427322683
0.09514920398000466,0.3771472437841828
0.3371368157553963,0.22362248682050692
0.17978364579738323,0.32345243983151956
0.3764783318516033,0.19866306831776703
0.20935259931716177,0.30469292330860565
0.14665194162563683,0.3444722369941596
0.2163307184253309,0.30026600492853245
0.12268855903221718,0.35967543070583463
0.1430983135461809,0.34672678384438155
0.11425754456814366,0.3650243188219113
0.13845420767865751,0.34967314680724465
0.06812415597000993,0.3942929326675679
0.20504379018237778,0.3074265674778479
0.12714355040848324,0.356849030893851
0.16910391125321167,0.33022797830277717
0.6669348475571224,0.014387945613764441
0.13854118773994295,0.34961784586051015
0.08925781058401831,0.3808851192852297
0.11534468133457702,0.36433458980695127
0.11302739348045,0.36580477756672475
0.14519332569319038,0.34539765934117195
0.15174610059030375,0.34124038284012964
0.23870891230863236,0.2860684028982393
0.31110410227328056,0.24013859827488848
0.06982925697886451,0.3932110600701231
0.14148196994958362,0.3477522678022464
0.1305374975416113,0.35469581044984905
0.09644870560361267,0.3763228069486642
0.23605565037775839,0.28775170601412836
0.0838379347548298,0.3843235237139855
0.47336854734282807,0.13719265165092928
0.06304112483489294,0.39751771726460583
0.13972344683079513,0.34886799237805716
0.08175588499163668,0.3856443298687965
0.1263687946817778,0.3573404785206797
0.09451009449037137,0.37755273275506956
0.12661049748017777,0.35718722581262824
0.5102603561317423,0.11378737667237282
0.14956256454711186,0.34262559182706454
0.11668412280770762,0.3634847897559324
0.15143346550657205,0.3414388239531116
0.06745502225661215,0.39471720986835584
0.04404247509446857,0.4095709130941081
0.10389559559261193,0.3715981202677722
0.22263138532925109,0.29626855651006306
0.1663914429704595,0.33194894589047697
0.17941175541702156,0.3236884726433585
0.20677646107365036,0.30632742048450495
0.13235216930167187,0.3535444213790666
0.04929921522875774,0.4062358736233379
0.09701745307345284,0.3759619804693281
0.188211915147036,0.3181052367986895
0.11931468988130553,0.3618158380304781
0.10112561059107857,0.3753430175246234
0.15301398623276738,0.34235862479256174
0.12276083939936848,0.3615522416894809
0.13071366860945455,0.3565066508673413
0.13177591769862926,0.35583288986078637
0.22851213960612823,0.2944604606862628
0.33535343759904707,0.22667677828551677
0.1242139368959212,0.3606303445953585
0.09324938298683666,0.3802752720063008
0.1435849468898634,0.348340749042846
0.1013111015755503,0.3751606481741051
0.3048016510919589,0.24605979055093963
0.17095454525587742,0.3309767635522966
0.17092626143187967,0.33099452925537387
0.203629126637297,0.3102468677117617
0.1100957902944919,0.3695874183794301
0.12543880638850635,0.3598532361327479
0.14673155217905318,0.34634443725868186
0.17184043776546404,0.3304146496268255
0.15080159357345194,0.3437622696106852
0.42370424840873233,0.1706240855031179
0.14997800176640672,0.34428478443098076
0.15622054595120127,0.34032446162368385
0.13671895367763495,0.3526967978364505
0.13586151338746638,0.35324078467710235
0.13895899506945858,0.35127567296770956
0.13645582183025487,0.35286361894534035
0.2449999998279223,0.2839998726195725
0.17079471277393857,0.33107803429997
0.21060403694903285,0.3058218571496034
0.17444008160926044,0.32876528264389115
0.11711045839334061,0.36513700448347386
0.09276908164030497,0.3805800253914714
0.12527309935003317,0.35995837280810034
0.2572558672591893,0.27622445128383105
0.1199786456462219,0.36331741075002477
0.14084015616603868,0.35008201859690763
0.0803145175320768,0.3884815545995591
0.17894111103270247,0.3259097423858924
0.0899513718326428,0.3823676386852136
0.08751187017878763,0.383915333732111
0.10315297223619563,0.37399206205489705
0.3771070892943461,0.2001867351197886
0.09316609272808105,0.38032827577333544
0.024401478795171516,0.4239546203446116
0.1709858373308507,0.33095677017092867
0.05356876089036669,0.40544989414468025
0.1406592750452156,0.35019685446979815
0.12832202704827056,0.35802404226111345
0.13067611325171463,0.3565306408329162
0.12097135836521355,0.36268754791503793
0.17205465480367393,0.3302787433184365
0.11946957733809555,0.36364024874634304
0.13082600019572882,0.3564353658501906
0.17540237049378096,0.32815484145909823
0.6630103315222334,0.01880044690837135
0.1433558792209394,0.3484860793171652
0.05059378696500845,0.4073372481804151
